ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
594,14,4,10/1/2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
595,46,5,9/18/2025,4,Exceeded  my expectations!,0,Positive,0.0 to 0.49
596,48,15,6/27/2025,3,"Good quality, but could  be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
597,11,1,9/7/2025,5,The quality is top-notch.,0,Positive,0.0 to 0.49
598,3,2,8/4/2023,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
599,94,19,8/1/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
600,65,3,1/11/2025,2,Not worth  the money.,-0.1695,Negative,-0.49 to 0.0
601,25,11,7/31/2025,5,Amazing  value for the price.,0.7351,Positive,0.5 to 1.0
602,56,8,2/8/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
603,88,4,7/2/2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
604,87,2,6/10/2023,3,"Average experience, nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
605,1,3,6/17/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
606,48,8,10/14/2023,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
607,25,14,7/7/2025,3,"Great purchase, very satisfied.",0.8016,Mixed Positive,0.5 to 1.0
608,7,9,3/21/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
609,40,10,10/23/2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
610,69,3,1/29/2025,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
611,6,4,12/6/2023,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
612,38,2,6/17/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
613,48,12,2/10/2025,3,"The product is okay, but the instructions  were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
614,23,2,1/20/2025,3,"I love this product, will buy again!",0.6696,Mixed Positive,0.5 to 1.0
615,98,1,1/8/2025,5,"Excellent  product, highly recommend!",0.7773,Positive,0.5 to 1.0
616,38,20,11/14/2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
617,29,15,12/22/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
618,45,7,8/21/2024,4,Shipping was fast and the item  was well-packaged.,0,Positive,0.0 to 0.49
619,68,14,12/6/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
620,100,1,10/22/2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
621,70,14,5/13/2025,2,The product arrived late.,0,Negative,0.0 to 0.49
622,30,4,12/22/2025,4,The quality  is top-notch.,0,Positive,0.0 to 0.49
623,5,1,6/15/2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
624,82,14,11/28/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
625,32,10,2/20/2023,5,"Great purchase, very  satisfied.",0.8016,Positive,0.5 to 1.0
626,38,11,12/18/2025,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
627,18,6,6/26/2023,5,Amazing value for  the price.,0.7351,Positive,0.5 to 1.0
628,22,4,8/30/2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
629,16,20,7/28/2024,5,Exceeded my  expectations!,0,Positive,0.0 to 0.49
630,31,10,8/14/2024,4,The quality is  top-notch.,0,Positive,0.0 to 0.49
631,73,12,10/30/2024,4,"Good quality, but could be  cheaper.",0.2382,Positive,0.0 to 0.49
632,40,20,2/24/2023,3,"Average experience,  nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
633,52,3,12/26/2023,2,The  product arrived late.,0,Negative,0.0 to 0.49
634,27,13,2/25/2024,4,"Good quality, but could be  cheaper.",0.2382,Positive,0.0 to 0.49
635,85,16,2/22/2023,3,"The product is okay, but the instructions were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
636,37,13,12/18/2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
637,17,7,8/21/2024,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
638,63,16,8/23/2025,2,"Good quality, but could be cheaper.",0.2382,Mixed Negative,0.0 to 0.49
639,14,12,7/7/2024,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
640,23,14,8/9/2024,3,"The product is okay,  but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
641,58,9,1/5/2024,1,I had a bad experience with this product.,-0.5423,Negative,-1.0 to -0.5
642,53,17,4/28/2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
643,89,16,1/7/2024,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
644,97,10,11/25/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
645,23,20,11/2/2023,5,Customer support  was very helpful.,0.6997,Positive,0.5 to 1.0
646,75,2,10/9/2023,5,"I  love this product, will buy again!",0.6696,Positive,0.5 to 1.0
647,68,2,1/3/2023,4,Customer support was  very helpful.,0.6997,Positive,0.5 to 1.0
648,76,5,3/19/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
649,8,17,2/5/2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
650,28,3,11/8/2024,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
651,38,9,9/10/2024,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
652,39,19,5/6/2025,5,The quality is top-notch.,0,Positive,0.0 to 0.49
653,66,16,1/14/2025,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
654,46,8,1/1/2023,1,The color was different from what was shown.,0,Negative,0.0 to 0.49
655,63,16,4/6/2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
656,17,11,7/22/2024,3,"Good quality,  but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
657,35,11,10/18/2025,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
658,3,18,6/16/2025,1,Not worth the  money.,-0.1695,Negative,-0.49 to 0.0
659,29,20,3/16/2023,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
660,62,5,10/6/2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
661,40,18,9/20/2025,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
662,15,5,3/24/2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
663,23,10,5/26/2025,5,"Excellent product, highly  recommend!",0.7773,Positive,0.5 to 1.0
664,31,16,8/11/2025,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
665,99,12,1/3/2024,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
666,53,19,5/25/2024,3,Not  worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
667,80,14,1/8/2024,4,The quality  is top-notch.,0,Positive,0.0 to 0.49
668,55,4,4/25/2024,5,"Excellent product,  highly recommend!",0.7773,Positive,0.5 to 1.0
669,19,19,12/31/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
670,53,13,3/31/2024,5,The build quality is  impressive.,0.5106,Positive,0.5 to 1.0
671,24,5,3/28/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
672,95,14,2/15/2025,5,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
673,74,12,10/16/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
674,29,1,8/30/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
675,24,9,2/7/2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
676,6,12,3/14/2024,5,The build quality is  impressive.,0.5106,Positive,0.5 to 1.0
677,6,17,3/29/2024,4,Five  stars for the quick delivery.,0,Positive,0.0 to 0.49
678,49,9,5/19/2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
679,10,8,9/29/2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
680,60,20,6/12/2025,4,Exceeded my  expectations!,0,Positive,0.0 to 0.49
681,48,16,3/21/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
682,80,11,1/5/2023,1,"Not satisfied, the product broke after a week.",-0.6288,Negative,-1.0 to -0.5
683,22,10,4/6/2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
684,92,12,1/12/2025,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
685,86,14,3/22/2024,1,The color was different from what was shown.,0,Negative,0.0 to 0.49
686,31,17,5/9/2023,5,"I  love this product, will buy again!",0.6696,Positive,0.5 to 1.0
687,86,17,7/16/2023,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
688,32,12,7/7/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
689,34,16,4/23/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
690,61,19,10/11/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
691,40,7,7/27/2024,3,Five stars for the quick delivery.,0,Neutral,0.0 to 0.49
692,64,10,12/22/2023,3,Not worth the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
693,58,10,8/31/2023,5,The build quality is  impressive.,0.5106,Positive,0.5 to 1.0
694,27,13,7/5/2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
695,13,14,9/15/2023,4,Customer support  was very helpful.,0.6997,Positive,0.5 to 1.0
696,48,11,10/7/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
697,13,7,9/21/2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
698,4,18,6/28/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
699,42,19,1/30/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
700,14,2,11/23/2023,4,"I  love this product, will buy again!",0.6696,Positive,0.5 to 1.0
701,68,4,1/2/2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
702,92,3,2/6/2025,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
703,3,16,4/17/2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
704,8,20,9/26/2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
705,88,11,5/25/2025,5,Exceeded  my expectations!,0,Positive,0.0 to 0.49
706,75,5,1/3/2024,5,Exceeded my  expectations!,0,Positive,0.0 to 0.49
707,96,16,8/8/2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
708,70,17,1/20/2024,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
709,1,16,2/25/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
710,88,7,9/26/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
711,39,12,12/7/2023,5,"Excellent  product, highly recommend!",0.7773,Positive,0.5 to 1.0
712,53,17,9/17/2024,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
713,55,12,12/12/2024,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
714,76,2,1/11/2023,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
715,13,2,3/26/2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
716,64,2,8/12/2023,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
717,82,1,3/7/2025,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
718,30,20,5/19/2023,1,"Terrible customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
719,24,4,12/3/2025,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative,-0.49 to 0.0
720,41,4,8/5/2025,5,Shipping was fast and the item was  well-packaged.,0,Positive,0.0 to 0.49
721,4,15,9/25/2024,2,Not  worth the money.,-0.1695,Negative,-0.49 to 0.0
722,68,16,10/14/2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
723,84,7,11/22/2023,2,The product arrived late.,0,Negative,0.0 to 0.49
724,31,3,1/21/2024,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
725,13,6,9/30/2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
726,33,20,10/16/2024,5,Customer support was  very helpful.,0.6997,Positive,0.5 to 1.0
727,39,1,9/24/2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
728,30,1,8/23/2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
729,99,9,3/17/2023,1,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
730,67,6,1/15/2025,4,The quality is  top-notch.,0,Positive,0.0 to 0.49
731,4,7,7/13/2023,5,The build  quality is impressive.,0.5106,Positive,0.5 to 1.0
732,56,20,3/2/2025,4,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
733,75,13,11/7/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
734,63,2,3/10/2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
735,22,15,3/2/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
736,72,6,10/17/2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
737,45,15,10/11/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
738,3,12,8/22/2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
739,70,18,7/5/2023,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
740,33,5,2/5/2025,2,"Good quality, but could be cheaper.",0.2382,Mixed Negative,0.0 to 0.49
741,3,9,5/24/2025,3,Not  worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
742,84,7,3/3/2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
743,89,3,5/15/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
744,63,19,3/31/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
745,85,12,5/17/2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
746,24,13,3/28/2024,5,"I love  this product, will buy again!",0.6696,Positive,0.5 to 1.0
747,84,1,4/27/2023,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
748,100,13,9/15/2025,3,"Great purchase,  very satisfied.",0.8016,Mixed Positive,0.5 to 1.0
749,64,13,6/28/2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
750,3,5,6/20/2024,4,The  quality is top-notch.,0,Positive,0.0 to 0.49
751,58,17,7/11/2025,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
752,7,12,10/11/2024,1,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
753,94,4,1/29/2023,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
754,55,11,7/11/2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
755,27,15,3/31/2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
756,94,8,3/25/2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
757,8,13,9/27/2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
758,53,1,5/23/2024,2,"Average experience, nothing  special.",-0.3089,Negative,-0.49 to 0.0
759,21,16,12/13/2024,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
760,100,5,12/18/2025,3,Not  worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
761,49,16,3/17/2025,3,Customer support was very helpful.,0.6997,Mixed Positive,0.5 to 1.0
762,39,13,5/31/2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
763,54,16,8/16/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
764,84,11,7/8/2024,1,"Terrible customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
765,74,18,12/11/2024,1,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
766,83,7,7/31/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
767,48,11,10/9/2023,5,Exceeded  my expectations!,0,Positive,0.0 to 0.49
768,24,16,2/18/2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
769,77,7,9/2/2024,5,"Excellent product,  highly recommend!",0.7773,Positive,0.5 to 1.0
770,52,1,2/2/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
771,32,12,3/21/2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
772,62,4,9/13/2023,4,Five  stars for the quick delivery.,0,Positive,0.0 to 0.49
773,17,14,6/21/2024,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
774,46,6,12/10/2025,5,"Great purchase,  very satisfied.",0.8016,Positive,0.5 to 1.0
775,13,16,8/31/2025,4,"Great purchase, very  satisfied.",0.8016,Positive,0.5 to 1.0
776,17,13,1/12/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
777,81,6,2/14/2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
778,97,7,6/11/2025,5,The quality is  top-notch.,0,Positive,0.0 to 0.49
779,66,17,5/25/2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
780,83,1,10/23/2025,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
781,68,13,6/6/2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
782,25,3,8/19/2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
783,21,18,11/30/2024,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
784,22,16,12/9/2024,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative,-0.49 to 0.0
785,9,10,10/11/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
786,37,13,7/29/2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
787,59,5,8/8/2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
788,83,15,5/16/2025,3,Customer support was  very helpful.,0.6997,Mixed Positive,0.5 to 1.0
789,7,17,4/8/2023,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
790,73,9,6/8/2024,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
791,11,18,6/27/2023,3,"Average experience, nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
792,88,14,7/29/2023,3,"The product is  okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
793,53,7,5/21/2025,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
794,24,17,12/3/2024,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
795,4,14,12/16/2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
796,27,17,2/27/2025,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
797,68,19,2/22/2025,5,The quality is  top-notch.,0,Positive,0.0 to 0.49
798,95,13,8/22/2023,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
799,96,9,7/17/2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
800,74,8,5/23/2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
801,36,10,1/9/2023,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
802,12,16,3/4/2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
803,6,11,9/22/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
804,16,8,9/22/2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
805,76,20,10/28/2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
806,18,9,8/28/2023,5,The quality is top-notch.,0,Positive,0.0 to 0.49
807,68,8,3/6/2025,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
808,49,6,12/12/2025,3,"Good quality, but could be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
809,37,17,8/20/2023,2,Product did not meet my  expectations.,0,Negative,0.0 to 0.49
810,56,2,6/24/2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
811,10,2,1/28/2024,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
812,80,20,4/19/2025,4,"I love this product, will  buy again!",0.6696,Positive,0.5 to 1.0
813,58,15,3/28/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
814,93,3,10/28/2024,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
815,72,6,11/19/2025,1,I had a bad experience  with this product.,-0.5423,Negative,-1.0 to -0.5
816,91,1,1/11/2024,4,"Great purchase,  very satisfied.",0.8016,Positive,0.5 to 1.0
817,6,15,11/17/2024,3,Five stars for the quick delivery.,0,Neutral,0.0 to 0.49
818,55,20,12/11/2023,3,"Average experience, nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
819,20,15,5/12/2024,4,Shipping was fast and the item  was well-packaged.,0,Positive,0.0 to 0.49
820,47,19,4/10/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
821,98,12,10/19/2025,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
822,47,15,1/28/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
823,59,14,9/29/2024,5,Five  stars for the quick delivery.,0,Positive,0.0 to 0.49
824,77,13,7/30/2024,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
825,21,18,1/10/2023,1,"Not satisfied, the product broke after a week.",-0.6288,Negative,-1.0 to -0.5
826,8,11,10/29/2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
827,84,18,4/5/2025,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
828,53,20,2/28/2025,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
829,31,9,5/17/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
830,61,19,7/23/2025,2,"Average experience, nothing  special.",-0.3089,Negative,-0.49 to 0.0
831,48,17,8/30/2025,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
832,44,17,4/23/2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
833,31,18,8/29/2023,5,Exceeded my  expectations!,0,Positive,0.0 to 0.49
834,74,1,9/21/2025,2,"Average  experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
835,12,12,5/7/2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
836,52,9,10/25/2023,1,Product did  not meet my expectations.,0,Negative,0.0 to 0.49
837,19,16,12/11/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
838,61,17,4/21/2024,5,Shipping was fast and the  item was well-packaged.,0,Positive,0.0 to 0.49
839,79,7,8/2/2024,4,Shipping  was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
840,44,10,1/30/2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
841,88,10,8/25/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
842,70,17,10/3/2024,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
843,51,13,8/28/2025,2,Not worth  the money.,-0.1695,Negative,-0.49 to 0.0
844,66,10,7/1/2023,4,"I love this product, will  buy again!",0.6696,Positive,0.5 to 1.0
845,89,7,7/26/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
846,17,17,4/22/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
847,6,5,5/29/2025,1,"Terrible customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
848,6,18,3/8/2023,1,The product stopped working after a month.,-0.2263,Negative,-0.49 to 0.0
849,78,10,2/1/2025,2,"Good quality, but could be cheaper.",0.2382,Mixed Negative,0.0 to 0.49
850,89,12,7/24/2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
851,31,12,11/29/2025,5,The quality is top-notch.,0,Positive,0.0 to 0.49
852,37,11,12/3/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
853,42,11,5/19/2023,3,"The product is okay, but  the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
854,7,5,6/9/2025,5,Shipping was fast  and the item was well-packaged.,0,Positive,0.0 to 0.49
855,2,7,1/8/2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
856,23,6,1/3/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
857,11,15,10/17/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
858,92,17,5/5/2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
859,6,19,6/25/2024,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
860,27,5,1/26/2025,3,Not worth  the money.,-0.1695,Mixed Negative,-0.49 to 0.0
861,70,8,4/18/2024,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
862,4,10,1/17/2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
863,93,5,7/5/2025,3,"The product is okay, but the  instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
864,85,1,1/16/2025,4,Customer support was very  helpful.,0.6997,Positive,0.5 to 1.0
865,17,13,3/3/2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
866,36,16,3/3/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
867,7,8,7/20/2023,1,"Terrible customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
868,10,14,11/1/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
869,18,3,2/2/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
870,19,2,3/19/2023,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
871,3,5,3/20/2024,5,The  build quality is impressive.,0.5106,Positive,0.5 to 1.0
872,96,3,4/14/2025,2,Product did  not meet my expectations.,0,Negative,0.0 to 0.49
873,82,15,6/21/2025,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
874,78,8,11/9/2025,4,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
875,44,20,11/27/2023,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
876,10,19,6/19/2024,1,The product stopped working after a month.,-0.2263,Negative,-0.49 to 0.0
877,78,14,8/28/2024,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
878,24,10,5/26/2025,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
879,2,6,9/16/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
880,29,13,7/31/2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
881,63,2,4/25/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
882,6,7,10/8/2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
883,4,9,7/8/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
884,24,2,11/8/2023,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
885,58,6,9/10/2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
886,95,15,2/14/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
887,38,10,3/17/2025,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
